"","タブ名","第1層イニシャル","第1層","第1層説明","第2層","第2層説明","第2層メモ","第3層","第4層","メモ"
222,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","個体の反応","アレルギー発症の機序（Coombs分類）を概説できる。",""
223,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","個体の反応","癌免疫に関わる細胞性機序を概説できる。",""
224,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","個体の反応","薬物・毒物の濃度反応曲線を描き、その決定因子を説明できる。",""
225,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","個体の反応","薬物の受容体結合と薬理作用との定量的関連性及び活性薬・拮抗薬と分子標的薬を説明できる。",""
226,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","個体の反応","薬物・毒物の用量反応曲線を描き、有効量・中毒量・致死量の関係を説明できる。",""
227,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","個体の反応","薬物・毒物の吸収、分布、代謝と排泄を説明できる。",""
228,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","個体の反応","薬物の生体膜通過に影響する因子を説明できる。",""
229,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","個体の反応","薬物投与方法（経口、舌下、皮膚、粘膜、直腸、注射、吸入、点眼、点鼻等）を列挙し、それぞれの薬物動態を説明できる。","他の文言と揃え「皮膚」⇒「経皮」、「直腸」 ⇒「経直腸」でしょうか。（資料「医学教育指導者のためのWSの事前アンケートで出た意見まとめ」より引用）（鋪野）"
230,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","個体の反応","薬物の評価におけるプラセボ効果の意義を説明できる。",""
231,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","病因と病態","ゲノムの多様性に基づく個体の多様性を説明できる。",""
232,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","病因と病態","単一遺伝子疾患、染色体異常による疾患、ミトコンドリア遺伝子の変異による疾患を挙げ、遺伝様式を含め説明できる。",""
233,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","病因と病態","エピゲノムの機序及び関連する疾患、多因子疾患における遺伝要因と環境要因の関係を説明できる。",""
234,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","病因と病態","薬剤の有効性や安全性とゲノムの多様性との関係を概説できる。",""
235,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","病因と病態","ネクローシスとアポトーシスの違いを含め、細胞傷害・変性と細胞死の多様性、病因と意義を説明できる。",""
236,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","病因と病態","細胞傷害・変性と細胞死の細胞と組織の形態的変化の特徴を説明できる。",""
237,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","病因と病態","糖代謝異常の病態を説明できる。",""
238,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","病因と病態","タンパク質・アミノ酸代謝異常の病態を説明できる。",""
239,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","病因と病態","脂質代謝異常の病態を説明できる。",""
240,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","病因と病態","核酸・ヌクレオチド代謝異常の病態を説明できる。",""
241,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","病因と病態","ビタミン、微量元素の代謝異常の病態を説明できる。",""
242,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","病因と病態","肥満に起因する代謝障害の病態を説明できる。",""
243,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","病因と病態","血行障害（阻血、虚血、充血、うっ血、出血）の違いとそれぞれの病因と病態、梗塞（血栓、塞栓）の種類と病態を説明できる",""
244,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","病因と病態","ショック（血流分布異常性ショック（アナフィラキシー、感染性（敗血症性）、神経原性）、循環血液量減少性ショック（出血性、体液喪失）、心原性ショック（心筋性、機械性、不整脈）、閉塞性ショック（心タンポナーデ、肺塞栓症、緊張性気胸））を説明できる。","E-5で取り扱うことも検討できるのではと思います。(野村理)"
245,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","病因と病態","血圧異常（高血圧、低血圧）を説明できる。",""
246,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","病因と病態","臓器不全（多臓器不全、多臓器障害(multiple organ dysfunction syndrome <MODS>)）を説明できる。",""
247,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","病因と病態","炎症の定義を説明できる。",""
248,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","病因と病態","炎症の分類、組織形態学的変化と経時的変化（局所的変化と全身的変化）を説明できる。",""
249,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","病因と病態","感染症による炎症性変化を説明できる。",""
250,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","病因と病態","創傷の治癒過程を概説できる。",""
251,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","病因と病態","自律性の増殖と、良性腫瘍と悪性腫瘍の違いを説明できる。",""
252,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","病因と病態","癌の原因や遺伝子変化を説明できる。",""
253,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","病因と病態","腫瘍の分類、分化度、グレード、ステージを概説できる。",""
254,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","病因と病態","用語（異形成、上皮内癌、進行癌、早期癌、異型性、多形性等）を説明できる。","「個別の癌は漢字で、それ以外はかなで記載。例）大腸癌、がん検診」とご意見を頂いております。（鋪野）"
255,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","病因と病態","癌の診断と治療を概説できる。",""
256,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","医学一般","","","病因と病態","癌の転移を説明できる。",""
257,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","血液・造血器・リンパ系","骨髄の構造を説明できる。",""
258,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","血液・造血器・リンパ系","造血幹細胞から各血球への分化と成熟の過程、主な造血因子（エリスロポエチン、顆粒球コロニー刺激因子(granulocyte-colony stimulating factor <G-CSF>)、トロンボポエチン）を説明できる。",""
259,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","血液・造血器・リンパ系","脾臓、胸腺、リンパ節、扁桃とPeyer板の構造と機能を説明できる。",""
260,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","血液・造血器・リンパ系","血漿タンパク質の種類と機能を説明できる。",""
261,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","血液・造血器・リンパ系","赤血球とヘモグロビン、白血球、血小板の構造と機能、止血や凝固・線溶の機序を説明できる。",""
262,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","血液・造血器・リンパ系","末梢血の血球数の基準値とその変化の意義を説明できる。",""
263,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","血液・造血器・リンパ系","骨髄検査（骨髄穿刺、骨髄生検）を説明できる。",""
264,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","血液・造血器・リンパ系","血漿タンパク質の基準値とその変化の意義を説明できる。",""
265,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","血液・造血器・リンパ系","発熱、全身倦怠感、黄疸、貧血、出血傾向、リンパ節腫脹、腹部膨隆（腹水を含む）・腫瘤",""
266,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","血液・造血器・リンパ系","貧血を分類し、鑑別に有用な検査を列挙できる。",""
267,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","血液・造血器・リンパ系","鉄欠乏性貧血、二次性貧血、再生不良性貧血・夜間発作性血色素尿症(paroxysmal nocturnal hemoglobinuria <PNH>)、溶血性貧血、巨赤芽球性貧血の病因、病態、診断と治療を説明できる。","「発作性夜間ヘモグロビン尿症」が難病指定などでも用いられている用語かと存じます。（鋪野"
268,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","血液・造血器・リンパ系","出血傾向の病因、病態、症候と診断を説明できる。",""
269,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","血液・造血器・リンパ系","免疫性血小板減少性紫斑病(immune thrombocytopenic purpura <ITP>)、血友病、播種性血管内凝固(disseminated intravascular coagulation <DIC>)、 溶血性尿毒症症候群(hemolytic-uremic syndrome <HUS>)、IgA血管炎(Schönlein-Henoch紫斑病)、血栓性血小板減少性紫斑病(thrombotic thrombocytopenic purpura <TTP>)の病因、病態、診断と治療を説明できる。","H28コアカリであった＜ITP＞などの略語は割愛でよろしかったでしょうか。一般的に用いられている略語は記載があってもわかりやすい印象もあります。（鋪野）"
270,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","血液・造血器・リンパ系","脾腫をきたす疾患を列挙し、鑑別の要点を説明できる。",""
271,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","血液・造血器・リンパ系","急性白血病の病態、症候、病理所見、French-American-British <FAB>分類、WHO分類、治療と予後を説明できる。",""
272,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","血液・造血器・リンパ系","慢性骨髄性白血病の病態、症候、病理所見、治療と予後を説明できる。",""
273,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","血液・造血器・リンパ系","骨髄異形成症候群(myelodysplastic syndromes <MDS>)の臨床像と病理所見を説明できる。",""
274,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","血液・造血器・リンパ系","成人T細胞白血病の病因、疫学、臨床所見、病理所見を説明できる。",""
275,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","血液・造血器・リンパ系","小児白血病と成人白血病の違いを説明できる。",""
276,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","血液・造血器・リンパ系","真性赤血球増加症・本態性血小板血症、骨髄線維症の病因、病態、診断と治療を説明できる。",""
277,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","血液・造血器・リンパ系","悪性リンパ腫の分類を概説し、病態、症候、病理所見、治療と予後を説明できる。",""
278,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","血液・造血器・リンパ系","多発性骨髄腫の病態、症候、診断、治療と予後を説明できる。",""
279,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","神経系","中枢神経系と末梢神経系の構成を概説できる。",""
280,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","神経系","脳の血管支配と血液脳関門を説明できる。",""
281,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","神経系","脳のエネルギー代謝の特徴を説明できる。",""
282,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","神経系","主な脳内神経伝達物質（アセチルコリン、ドパミン、ノルアドレナリン）とその作用を説明できる。",""
283,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","神経系","髄膜・脳室系の構造と脳脊髄液の産生と循環を説明できる。",""
284,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","神経系","脊髄の構造、機能局在と伝導路、脊髄反射（伸張反射、屈筋反射）と筋の相反神経支配、脊髄神経と神経叢（頸神経叢、腕神経叢、腰神経叢、仙骨神経叢）の構成及び主な骨格筋支配と皮膚分布（デルマトーム）を説明できる。",""
285,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","神経系","脳幹の構造と伝導路、脳神経の名称、核の局在、走行・分布、脳幹の機能を説明できる。",""
286,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","神経系","大脳の構造、大脳皮質の機能局在（運動野・感覚野・言語野）、記憶、学習の機序を辺縁系の構成と関連させて説明できる。",""
287,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","神経系","随意運動の発現機構を錐体路、小脳の構造、大脳基底核（線条体、淡蒼球、黒質）の線維結合と機能を説明できる。",""
288,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","神経系","痛覚、温度覚、触覚と深部感覚、視覚、聴覚・平衡覚、嗅覚、味覚の受容機序と伝導路を説明できる。",""
289,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","神経系","交感神経系と副交感神経系の中枢内局在、末梢分布、機能と伝達物質、視床下部の構造と機能を内分泌及び自律機能、ストレス反応と本能・情動行動の発現機序を説明できる。",""
290,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","神経系","脳・脊髄のコンピュータ断層撮影(computed tomography <CT>)・磁気共鳴画像法(magnetic resonance imaging <MRI>)検査の適応と異常所見を説明し、結果を解釈できる。","同じ検査でも、英字でのフルスペルが記載しているものとそうでないものがあります。初出のみ英字表記というルールでしょうか。（鋪野）"
291,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","神経系","神経系の電気生理学的検査（脳波検査、筋電図、末梢神経伝導検査）で得られる情報を説明できる。",""
292,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","神経系","けいれん、意識障害・失神、めまい、頭痛、運動麻痺・筋力低下、運動失調、振戦、不随意運動（ミオクローヌス、舞踏運動、ジストニア、固定姿勢保持困難(asterixis)、アテトーシス、チック）、歩行障害、失語症と構音障害の違いを説明できる。",""
293,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","神経系","脳血管障害（脳出血、くも膜下出血、頭蓋内血腫、脳梗塞、一過性脳虚血発作）の病態、症候と診断を説明できる。",""
294,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","神経系","脳血管障害の治療と急性期・回復期・維持期（生活期）のリハビリテーション医療を概説できる。",""
295,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","神経系","認知症の病因を列挙でき、認知症をきたす主な病態（Alzheimer型認知症、Lewy小体型認知症、血管性認知症）の症候と診断を説明できる。",""
296,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","神経系","Parkinson病、多系統萎縮症の病態、症候と診断を説明できる。",""
297,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","神経系","筋萎縮性側索硬化症を概説できる。",""
298,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","神経系","脳炎・髄膜炎、脳症の病因、症候と診断を説明できる。","医師国家試験では、「髄膜炎、脳炎、脳症」と記載。（鋪野）"
299,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","神経系","多発性硬化症の病態、症候と診断を説明できる。",""
300,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","神経系","頭部外傷、急性硬膜外・硬膜下血腫及び慢性硬膜下血腫の症候と診断を説明でき、頭部外傷後の高次脳機能障害を説明できる。",""
301,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","神経系","ニューロパチーの病因（栄養障害、中毒、遺伝性）、Guillain-Barré症候群、Bell麻痺、主な神経障害性疼痛（三叉・坐骨神経痛）の病態、症候、診断を説明できる。","「三叉神経痛・坐骨神経痛」と記載した方が読みやすいでしょうか。（鋪野）"
302,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","神経系","重症筋無力症の病態、進行性筋ジストロフィー、周期性四肢麻痺の病因、分類、症候と診断を説明できる。",""
303,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","神経系","てんかんの分類、診断と治療を説明できる。",""
304,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","神経系","頭痛（偏頭痛、緊張型頭痛等）の分類、診断と治療を説明できる。","「片頭痛」に変更。（鋪野）"
305,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","神経系","脳性麻痺の病因、病型、症候とリハビリテーションを説明できる。",""
306,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","神経系","脳浮腫の病態、急性・慢性頭蓋内圧亢進、脳ヘルニアの種類と症候を説明できる。",""
307,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","人体各器官の正常構造と機能、病態、診断、治療","","","神経系","水頭症の症候と治療を説明できる。",""
