"","タブ名","第1層イニシャル","第1層","第1層説明","第2層","第2層説明","第2層メモ","第3層","第4層","メモ","temp_id"
1059,"コミュ","CO,CM","コミュニケーション能力","患者及び患者に関わる全ての人と、相手の状況を考慮した上で良好なコミュニケーションをとり、患者の意思決定を支援して、安全で質の高い医療を実践する。","患者や家族のニーズの把握と配慮","患者や家族の心理的、社会的背景を広い視野で捉える姿勢を持ち、患者の持つ困難や必要な情報提供に対応することができる。","","患者や家族の視点から、心理・社会的背景に配慮した診療を行うことができる","患者の要望（診察・転医・紹介）への対処の仕方を活用できる。","A-04-02-00-05","1059コミュ"
1060,"コミュ","CO,CM","コミュニケーション能力","患者及び患者に関わる全ての人と、相手の状況を考慮した上で良好なコミュニケーションをとり、患者の意思決定を支援して、安全で質の高い医療を実践する。","患者や家族のニーズの把握と配慮","患者や家族の心理的、社会的背景を広い視野で捉える姿勢を持ち、患者の持つ困難や必要な情報提供に対応することができる。","","患者や家族の視点から、心理・社会的背景に配慮した診療を行うことができる","患者・家族の怒りや悲しみなどの困難な感情を理解し、対応することができる","","1060コミュ"
1061,"コミュ","CO,CM","コミュニケーション能力","患者及び患者に関わる全ての人と、相手の状況を考慮した上で良好なコミュニケーションをとり、患者の意思決定を支援して、安全で質の高い医療を実践する。","患者や家族のニーズの把握と配慮","患者や家族の心理的、社会的背景を広い視野で捉える姿勢を持ち、患者の持つ困難や必要な情報提供に対応することができる。","","患者や家族の視点から、心理・社会的背景に配慮した診療を行うことができる","不確実な状況や医学的に説明困難な症状に配慮した対応ができる。","","1061コミュ"
1062,"コミュ","CO,CM","コミュニケーション能力","患者及び患者に関わる全ての人と、相手の状況を考慮した上で良好なコミュニケーションをとり、患者の意思決定を支援して、安全で質の高い医療を実践する。","患者や家族のニーズの把握と配慮","患者や家族の心理的、社会的背景を広い視野で捉える姿勢を持ち、患者の持つ困難や必要な情報提供に対応することができる。","","患者や家族の視点から、心理・社会的背景に配慮した診療を行うことができる","視覚・聴覚障害などのコミュニケーションが難しい患者に配慮できる","","1062コミュ"
1063,"コミュ","CO,CM","コミュニケーション能力","患者及び患者に関わる全ての人と、相手の状況を考慮した上で良好なコミュニケーションをとり、患者の意思決定を支援して、安全で質の高い医療を実践する。","患者や家族のニーズの把握と配慮","患者や家族の心理的、社会的背景を広い視野で捉える姿勢を持ち、患者の持つ困難や必要な情報提供に対応することができる。","","患者や家族の視点から、心理・社会的背景に配慮した診療を行うことができる","電話やインターネットでの患者診療に対応できる","（情報分野か？）","1063コミュ"
1064,"連携","IP","多職種連携能力","保健、医療、福祉、介護など患者・家族に関わる全ての人々の役割を理解し、お互いに良好な関係を築きながら、患者・家族・地域の課題を共有し、関わる人々と協働することができる。","連携の基盤となるアプローチ","患者や利用者、家族、地域の重要な課題について、協働する関係者と共通の目標を設定する過程で、背景が異なることに互いに配慮し、役割、知識、意見、価値を伝え合うことができる。","","患者・利用者・家族・コミュニティ中心","患者・利用者・家族の価値観や関心事を、多職種(多学部)に伝えられる。","","1064連携"
1065,"連携","IP","多職種連携能力","保健、医療、福祉、介護など患者・家族に関わる全ての人々の役割を理解し、お互いに良好な関係を築きながら、患者・家族・地域の課題を共有し、関わる人々と協働することができる。","連携の基盤となるアプローチ","患者や利用者、家族、地域の重要な課題について、協働する関係者と共通の目標を設定する過程で、背景が異なることに互いに配慮し、役割、知識、意見、価値を伝え合うことができる。","","患者・利用者・家族・コミュニティ中心","患者・利用者・家族を中心とした治療やケアの目標を多職種(多学部)と話し合うことができる。","","1065連携"
1066,"連携","IP","多職種連携能力","保健、医療、福祉、介護など患者・家族に関わる全ての人々の役割を理解し、お互いに良好な関係を築きながら、患者・家族・地域の課題を共有し、関わる人々と協働することができる。","連携の基盤となるアプローチ","患者や利用者、家族、地域の重要な課題について、協働する関係者と共通の目標を設定する過程で、背景が異なることに互いに配慮し、役割、知識、意見、価値を伝え合うことができる。","","患者・利用者・家族・コミュニティ中心","患者・利用者・家族に伝えた内容について、治療やケアに関わる多職種(多学部)と共有できる。","","1066連携"
1067,"連携","IP","多職種連携能力","保健、医療、福祉、介護など患者・家族に関わる全ての人々の役割を理解し、お互いに良好な関係を築きながら、患者・家族・地域の課題を共有し、関わる人々と協働することができる。","連携の基盤となるアプローチ","患者や利用者、家族、地域の重要な課題について、協働する関係者と共通の目標を設定する過程で、背景が異なることに互いに配慮し、役割、知識、意見、価値を伝え合うことができる。","","職種間コミュニケーション","自職種（自学部）が把握している情報を、多職種（多学部）に伝えられる。","","1067連携"
1068,"連携","IP","多職種連携能力","保健、医療、福祉、介護など患者・家族に関わる全ての人々の役割を理解し、お互いに良好な関係を築きながら、患者・家族・地域の課題を共有し、関わる人々と協働することができる。","連携の基盤となるアプローチ","患者や利用者、家族、地域の重要な課題について、協働する関係者と共通の目標を設定する過程で、背景が異なることに互いに配慮し、役割、知識、意見、価値を伝え合うことができる。","","職種間コミュニケーション","多職種（多学部）の役割や意見を尊重した返答または問いかけができる。（非言語コミュニケーション含む）","","1068連携"
1069,"連携","IP","多職種連携能力","保健、医療、福祉、介護など患者・家族に関わる全ての人々の役割を理解し、お互いに良好な関係を築きながら、患者・家族・地域の課題を共有し、関わる人々と協働することができる。","連携の基盤となるアプローチ","患者や利用者、家族、地域の重要な課題について、協働する関係者と共通の目標を設定する過程で、背景が異なることに互いに配慮し、役割、知識、意見、価値を伝え合うことができる。","","職種間コミュニケーション","自職種（自学部）の見解を、他職種（他学部）にも理解できる言葉で説明できる。","","1069連携"
1070,"連携","IP","多職種連携能力","保健、医療、福祉、介護など患者・家族に関わる全ての人々の役割を理解し、お互いに良好な関係を築きながら、患者・家族・地域の課題を共有し、関わる人々と協働することができる。","連携の基盤となるアプローチ","患者や利用者、家族、地域の重要な課題について、協働する関係者と共通の目標を設定する過程で、背景が異なることに互いに配慮し、役割、知識、意見、価値を伝え合うことができる。","","医師間の紹介と相談","適切な診断・検査・治療を目指すだけでなく、回避可能な合併症を防ぐために、適切な施設/専門科/医師への紹介あるいは相談ができる。","","1070連携"
1071,"連携","IP","多職種連携能力","保健、医療、福祉、介護など患者・家族に関わる全ての人々の役割を理解し、お互いに良好な関係を築きながら、患者・家族・地域の課題を共有し、関わる人々と協働することができる。","連携の基盤となるアプローチ","患者や利用者、家族、地域の重要な課題について、協働する関係者と共通の目標を設定する過程で、背景が異なることに互いに配慮し、役割、知識、意見、価値を伝え合うことができる。","","医師間の紹介と相談","紹介と相談のプロセスにおいて、患者・家族に予想しうる状況を共有できる。","","1071連携"
1072,"連携","IP","多職種連携能力","保健、医療、福祉、介護など患者・家族に関わる全ての人々の役割を理解し、お互いに良好な関係を築きながら、患者・家族・地域の課題を共有し、関わる人々と協働することができる。","連携の基盤となるアプローチ","患者や利用者、家族、地域の重要な課題について、協働する関係者と共通の目標を設定する過程で、背景が異なることに互いに配慮し、役割、知識、意見、価値を伝え合うことができる。","","医師間の紹介と相談","医師間での患者のケアと責任が継続できるよう、医師間での考えや期待を共有し、医師間の責任を明確にできる。","","1072連携"
1073,"連携","IP","多職種連携能力","保健、医療、福祉、介護など患者・家族に関わる全ての人々の役割を理解し、お互いに良好な関係を築きながら、患者・家族・地域の課題を共有し、関わる人々と協働することができる。","連携に必要とされるアプローチ","自他の役割や思考・行為・感情・価値観を踏まえ、協働する職種で信頼関係を構築し、時に生じる職種間の葛藤にも適切に対応しながら、 互いの知識・技術を活かし合い、職種としての役割を全うできる。","","職種役割の貢献","自職種（自学部）がもつ一般的な知識や価値観を、他職種（他学部）に伝えられる。","","1073連携"
1074,"連携","IP","多職種連携能力","保健、医療、福祉、介護など患者・家族に関わる全ての人々の役割を理解し、お互いに良好な関係を築きながら、患者・家族・地域の課題を共有し、関わる人々と協働することができる。","連携に必要とされるアプローチ","自他の役割や思考・行為・感情・価値観を踏まえ、協働する職種で信頼関係を構築し、時に生じる職種間の葛藤にも適切に対応しながら、 互いの知識・技術を活かし合い、職種としての役割を全うできる。","","職種役割の貢献","患者・利用者に対して、多職種（多学部）の中で自職種（自学部）の役割を果たせる。","","1074連携"
1075,"連携","IP","多職種連携能力","保健、医療、福祉、介護など患者・家族に関わる全ての人々の役割を理解し、お互いに良好な関係を築きながら、患者・家族・地域の課題を共有し、関わる人々と協働することができる。","連携に必要とされるアプローチ","自他の役割や思考・行為・感情・価値観を踏まえ、協働する職種で信頼関係を構築し、時に生じる職種間の葛藤にも適切に対応しながら、 互いの知識・技術を活かし合い、職種としての役割を全うできる。","","職種役割の貢献","多職種（多学部）から求められる自職種（自学部）の役割を担える。","","1075連携"
1076,"連携","IP","多職種連携能力","保健、医療、福祉、介護など患者・家族に関わる全ての人々の役割を理解し、お互いに良好な関係を築きながら、患者・家族・地域の課題を共有し、関わる人々と協働することができる。","連携に必要とされるアプローチ","自他の役割や思考・行為・感情・価値観を踏まえ、協働する職種で信頼関係を構築し、時に生じる職種間の葛藤にも適切に対応しながら、 互いの知識・技術を活かし合い、職種としての役割を全うできる。","","関係性への働きかけ","多職種（多学部）と対等な関係を構築できる。","","1076連携"
1077,"連携","IP","多職種連携能力","保健、医療、福祉、介護など患者・家族に関わる全ての人々の役割を理解し、お互いに良好な関係を築きながら、患者・家族・地域の課題を共有し、関わる人々と協働することができる。","連携に必要とされるアプローチ","自他の役割や思考・行為・感情・価値観を踏まえ、協働する職種で信頼関係を構築し、時に生じる職種間の葛藤にも適切に対応しながら、 互いの知識・技術を活かし合い、職種としての役割を全うできる。","","関係性への働きかけ","多職種（多学部）と一緒に成長する志を醸成できる。","","1077連携"
1078,"連携","IP","多職種連携能力","保健、医療、福祉、介護など患者・家族に関わる全ての人々の役割を理解し、お互いに良好な関係を築きながら、患者・家族・地域の課題を共有し、関わる人々と協働することができる。","連携に必要とされるアプローチ","自他の役割や思考・行為・感情・価値観を踏まえ、協働する職種で信頼関係を構築し、時に生じる職種間の葛藤にも適切に対応しながら、 互いの知識・技術を活かし合い、職種としての役割を全うできる。","","関係性への働きかけ","多職種（多学部）との対人葛藤が起きないようにできる。","","1078連携"
1079,"連携","IP","多職種連携能力","保健、医療、福祉、介護など患者・家族に関わる全ての人々の役割を理解し、お互いに良好な関係を築きながら、患者・家族・地域の課題を共有し、関わる人々と協働することができる。","連携に必要とされるアプローチ","自他の役割や思考・行為・感情・価値観を踏まえ、協働する職種で信頼関係を構築し、時に生じる職種間の葛藤にも適切に対応しながら、 互いの知識・技術を活かし合い、職種としての役割を全うできる。","","自職種の省察","自職種が持ちやすい価値観を説明できる。","","1079連携"
1080,"連携","IP","多職種連携能力","保健、医療、福祉、介護など患者・家族に関わる全ての人々の役割を理解し、お互いに良好な関係を築きながら、患者・家族・地域の課題を共有し、関わる人々と協働することができる。","連携に必要とされるアプローチ","自他の役割や思考・行為・感情・価値観を踏まえ、協働する職種で信頼関係を構築し、時に生じる職種間の葛藤にも適切に対応しながら、 互いの知識・技術を活かし合い、職種としての役割を全うできる。","","自職種の省察","自職種の役割を説明できる。","","1080連携"
1081,"連携","IP","多職種連携能力","保健、医療、福祉、介護など患者・家族に関わる全ての人々の役割を理解し、お互いに良好な関係を築きながら、患者・家族・地域の課題を共有し、関わる人々と協働することができる。","連携に必要とされるアプローチ","自他の役割や思考・行為・感情・価値観を踏まえ、協働する職種で信頼関係を構築し、時に生じる職種間の葛藤にも適切に対応しながら、 互いの知識・技術を活かし合い、職種としての役割を全うできる。","","自職種の省察","他職種（他学部）に影響しうる自職種（自学部）の行動を分析できる。","","1081連携"
1082,"連携","IP","多職種連携能力","保健、医療、福祉、介護など患者・家族に関わる全ての人々の役割を理解し、お互いに良好な関係を築きながら、患者・家族・地域の課題を共有し、関わる人々と協働することができる。","連携に必要とされるアプローチ","自他の役割や思考・行為・感情・価値観を踏まえ、協働する職種で信頼関係を構築し、時に生じる職種間の葛藤にも適切に対応しながら、 互いの知識・技術を活かし合い、職種としての役割を全うできる。","","他職種の理解","他職種の役割を説明できる。","","1082連携"
1083,"連携","IP","多職種連携能力","保健、医療、福祉、介護など患者・家族に関わる全ての人々の役割を理解し、お互いに良好な関係を築きながら、患者・家族・地域の課題を共有し、関わる人々と協働することができる。","連携に必要とされるアプローチ","自他の役割や思考・行為・感情・価値観を踏まえ、協働する職種で信頼関係を構築し、時に生じる職種間の葛藤にも適切に対応しながら、 互いの知識・技術を活かし合い、職種としての役割を全うできる。","","他職種の理解","他職種（他学部）の価値観を分析できる。","","1083連携"
1084,"連携","IP","多職種連携能力","保健、医療、福祉、介護など患者・家族に関わる全ての人々の役割を理解し、お互いに良好な関係を築きながら、患者・家族・地域の課題を共有し、関わる人々と協働することができる。","連携に必要とされるアプローチ","自他の役割や思考・行為・感情・価値観を踏まえ、協働する職種で信頼関係を構築し、時に生じる職種間の葛藤にも適切に対応しながら、 互いの知識・技術を活かし合い、職種としての役割を全うできる。","","他職種の理解","他職種（他学部）が働く職場環境・学習環境について説明できる。","","1084連携"
1085,"社会","SO,SC","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","公衆衛生","健康 及び公衆衛生の概念について説明できる。","","1085社会"
1086,"社会","SO,SC","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","公衆衛生","予防の段階と戦略について説明できる。","","1086社会"
1087,"社会","SO,SC","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","公衆衛生","健康づくり（ヘルスプロモーション）の概念について説明できる。","","1087社会"
1088,"社会","SO,SC","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","公衆衛生","障害の概念を説明できる。","","1088社会"
1089,"社会","SO,SC","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","公衆衛生","地域診断、PDCAサイクルなど、公衆衛生の展開方法について説明できる。","","1089社会"
1090,"社会","SO,SC","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","公衆衛生","ボランティア、NPO、地域共生社会、社会的処方について説明できる予防の段階と戦略について説明できる。","","1090社会"
1091,"社会","SO,SC","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","社会保険、公的扶助、社会福祉","生存権などの健康に関する基本的人権と社会保障について説明できる。","","1091社会"
1092,"社会","SO,SC","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","社会保険、公的扶助、社会福祉","国民皆保険としての社会保険（医療保険、介護保険）と診療報酬・介護報酬の制度について説明できる。","","1092社会"
1093,"社会","SO,SC","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","社会保険、公的扶助、社会福祉","公的扶助、社会福祉について説明できる。","","1093社会"
1094,"社会","SO,SC","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","地域保健","保健所・市町村保健センター・地方衛生研究所の役割、地域保健法など、地域保健体制について説明できる。","","1094社会"
1095,"社会","SO,SC","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","地域保健","「国民の健康づくり運動」（健康日本21含む）、健康増進法など、健康増進施策について説明できる。","","1095社会"
1096,"社会","SO,SC","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","地域保健","母子保健法、母体保護法、児童福祉法、児童虐待防止法など、母子保健施策について説明できる。","","1096社会"
1097,"社会","SO,SC","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","地域保健","学校医、学校感染症、学校保健安全法など、学校保健について説明できる。","","1097社会"
1098,"社会","SO,SC","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","地域保健","特定健康診査・特定保健指導、高齢者の医療の確保に関する法律（高齢者医療確保法）など、成人及び高齢者保健施策（介護予防含む）について説明できる。","","1098社会"
1099,"社会","SO,SC","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","地域保健","がん対策基本法、がん登録等の推進に関する法律など、がん対策について説明できる。","","1099社会"
1100,"社会","SO,SC","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","地域保健","栄養摂取基準、保健機能食品、食育基本法など、栄養施策について説明できる。","","1100社会"
1101,"社会","SO,SC","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","地域保健","精神保健福祉法、自殺対策基本法など、精神衛生・心の健康に関する施策について説明できる。","","1101社会"
1102,"社会","SO,SC","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","地域保健","障害者の日常生活及び社会生活を総合的に支援するための法律（障害者総合支援法）など障がい者福祉について説明できる。","","1102社会"
1103,"社会","SO,SC","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","地域保健","8020、フッ化物の利用、全身の健康との関連など、歯科保健施策について説明できる。","","1103社会"
1104,"社会","SO,SC","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","地域保健","食品衛生法、食品営業、食中毒の状況など、食品衛生施策について説明できる。","","1104社会"
1105,"社会","SO,SC","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","地域保健","水道、建築物における衛生的環境の確保に関する法律（建築物衛生法）、住宅環境など、生活環境衛生施策について説明できる。","","1105社会"
1106,"社会","SO,SC","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","地域保健","環境基本法、公害、廃棄物の処理及び清掃に関する法律（廃棄物処理法）など、環境保全施策について説明できる。","","1106社会"
1107,"社会","SO,SC","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","地域保健","地域職域連携、健康経営など、産業保健との連携について説明できる。","","1107社会"
1108,"社会","SO,SC","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","産業保健","産業保健の意義、労働衛生の3管理など、産業保健の基本的な考え方について説明できる。","","1108社会"
1109,"社会","SO,SC","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","産業保健","産業医の選任義務、労働安全衛生法、労働基準法など、産業保健の基本的な法令について説明できる。","","1109社会"
1110,"社会","SO,SC","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","産業保健","労働災害及び職業性疾病とのその対策について説明できる。","","1110社会"
1111,"社会","SO,SC","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","産業保健","有害物質による産業中毒とその対策について説明できる。","","1111社会"
1112,"社会","SO,SC","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","健康危機管理","健康危機の概念と種類、それらへの対応について説明できる","","1112社会"
1113,"社会","SO,SC","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","健康危機管理","健康危機時のリスクコミュニケーションについて説明できる。","","1113社会"
1114,"社会","SO,SC","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","健康危機管理","感染症の予防及び感染症の患者に対する医療に関する法律（感染症法）、検疫法、予防接種法、新型インフルエンザ等対策特別措置法など、感染症対策について説明できる","","1114社会"
1115,"社会","SO,SC","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","健康危機管理","災害対策基本法、災害救助法など、自然災害の対応について説明できる。","","1115社会"
1116,"社会","SO,SC","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","健康危機管理","災害拠点病院、種々の活動チームなど、災害保健医療 について説明できる。","","1116社会"
