"タブ名","第1層イニシャル","第1層","第1層説明","編集用シート","第2層","第2層説明","第2層メモ","第3層","第4層","メモ","UID","H28対応項目"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","人生の視点とアプローチ","患者・生活者の成長、発達、老化、死のプロセスを踏まえ、経時的に患者・家族・生活者に起こり得る精神・社会・医学的な問題に関与できる。","","小児期全般","小児期の栄養面での特性や食育の基本の知識を臨床現場で活用できる。","修正,第3層の文言修正しました（遠藤）","JkxpsuI","E-07-03-na-02"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","人生の視点とアプローチ","患者・生活者の成長、発達、老化、死のプロセスを踏まえ、経時的に患者・家族・生活者に起こり得る精神・社会・医学的な問題に関与できる。","","小児期全般","小児期の免疫発達と感染症の関係について理解している。","修正,第3層の文言修正しました（遠藤）","JkxpsuM","E-07-03-na-03"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","人生の視点とアプローチ","患者・生活者の成長、発達、老化、死のプロセスを踏まえ、経時的に患者・家族・生活者に起こり得る精神・社会・医学的な問題に関与できる。","","小児期全般","削除","修正,第3層の文言修正しました（遠藤）","JkxpsuQ","E-07-03-na-06"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","人生の視点とアプローチ","患者・生活者の成長、発達、老化、死のプロセスを踏まえ、経時的に患者・家族・生活者に起こり得る精神・社会・医学的な問題に関与できる。","","小児期全般","小児期から成人期への医療の移行について、現状と課題を理解している。","修正","JkxpsuU","E-07-04-na-03"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","人生の視点とアプローチ","患者・生活者の成長、発達、老化、死のプロセスを踏まえ、経時的に患者・家族・生活者に起こり得る精神・社会・医学的な問題に関与できる。","","胎児期・新生児期・乳幼児期","胎児の循環・呼吸の生理的特徴と出生時の変化について理解している。","修正,第3層の文言修正しました（遠藤）","JkxpsuY","E-07-01-na-01"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","人生の視点とアプローチ","患者・生活者の成長、発達、老化、死のプロセスを踏まえ、経時的に患者・家族・生活者に起こり得る精神・社会・医学的な問題に関与できる。","","胎児期・新生児期・乳幼児期","新生児・乳幼児の生理的特徴について理解している。","修正,第3層の文言修正しました（遠藤）","Jkxpsuc","E-07-01-na-03,E-07-02-na-01"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","人生の視点とアプローチ","患者・生活者の成長、発達、老化、死のプロセスを踏まえ、経時的に患者・家族・生活者に起こり得る精神・社会・医学的な問題に関与できる。","","胎児期・新生児期・乳幼児期","正常児・早産低出生体重児・病児の管理の基本の知識を臨床現場で活用できる。","修正,第3層の文言修正しました（遠藤）","Jkxpsug","E-07-01-na-09"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","人生の視点とアプローチ","患者・生活者の成長、発達、老化、死のプロセスを踏まえ、経時的に患者・家族・生活者に起こり得る精神・社会・医学的な問題に関与できる。","","学童期・思春期・青年期・成人期","思春期発現の機序と性徴について理解している。","修正","Jkxpsuk","E-07-04-na-01"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","人生の視点とアプローチ","患者・生活者の成長、発達、老化、死のプロセスを踏まえ、経時的に患者・家族・生活者に起こり得る精神・社会・医学的な問題に関与できる。","","学童期・思春期・青年期・成人期","学童期・思春期と関連する課題（学業、友達等に関わる課題）について理解している。","修正","Jkxpsuo","E-07-04-na-02"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","人生の視点とアプローチ","患者・生活者の成長、発達、老化、死のプロセスを踏まえ、経時的に患者・家族・生活者に起こり得る精神・社会・医学的な問題に関与できる。","","学童期・思春期・青年期・成人期","思春期・青年期と関連する課題（生殖、いのち等に関わる課題）について理解している。","修正","Jkxpsus","E-07-04-na-02"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","人生の視点とアプローチ","患者・生活者の成長、発達、老化、死のプロセスを踏まえ、経時的に患者・家族・生活者に起こり得る精神・社会・医学的な問題に関与できる。","","学童期・思春期・青年期・成人期","成人期と関連する課題（メンタルヘルス、仕事、不妊等に関わる課題）について理解している。","修正","Jkxpsuw","E-07-04-na-02"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","人生の視点とアプローチ","患者・生活者の成長、発達、老化、死のプロセスを踏まえ、経時的に患者・家族・生活者に起こり得る精神・社会・医学的な問題に関与できる。","","壮年期・老年期","加齢に伴う臓器や身体機能の変化、それに伴う生理的変化について理解している。","修正 ※査読に対する回答として、この項目に　C-05-06-na-03　のidを付与しました。（遠藤）","Jkxpsu0","E-08-01-na-01, C-05-06-na-03"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","人生の視点とアプローチ","患者・生活者の成長、発達、老化、死のプロセスを踏まえ、経時的に患者・家族・生活者に起こり得る精神・社会・医学的な問題に関与できる。","","壮年期・老年期","高齢者総合機能評価（CGA）を実施できる。","","Jkxpsu4","E-08-01-na-02"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","人生の視点とアプローチ","患者・生活者の成長、発達、老化、死のプロセスを踏まえ、経時的に患者・家族・生活者に起こり得る精神・社会・医学的な問題に関与できる。","","壮年期・老年期","老年症候群（歩行障害・転倒、認知機能障害、排泄障害、栄養障害、摂食・嚥下障害等）について理解している。","修正","Jkxpsu8","E-08-01-na-03"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","人生の視点とアプローチ","患者・生活者の成長、発達、老化、死のプロセスを踏まえ、経時的に患者・家族・生活者に起こり得る精神・社会・医学的な問題に関与できる。","","壮年期・老年期","フレイル、サルコペニア、ロコモティブ・シンドロームの概念、その対処法、予防について理解している。","修正","JkxpsvA","E-08-01-na-04"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","人生の視点とアプローチ","患者・生活者の成長、発達、老化、死のプロセスを踏まえ、経時的に患者・家族・生活者に起こり得る精神・社会・医学的な問題に関与できる。","","壮年期・老年期","国際生活機能分類（ICF）について理解している。","修正","JkxpsvE","E-08-01-na-06,E-08-01-na-07,E-08-01-na-10"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","人生の視点とアプローチ","患者・生活者の成長、発達、老化、死のプロセスを踏まえ、経時的に患者・家族・生活者に起こり得る精神・社会・医学的な問題に関与できる。","","壮年期・老年期","高齢者の栄養マネジメントについて理解している。","修正","JkxpsvI","E-08-01-na-08"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","人生の視点とアプローチ","患者・生活者の成長、発達、老化、死のプロセスを踏まえ、経時的に患者・家族・生活者に起こり得る精神・社会・医学的な問題に関与できる。","","壮年期・老年期","日常生活動作（ADL）※に応じた介護と環境整備について理解している。","","",""
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","人生の視点とアプローチ","患者・生活者の成長、発達、老化、死のプロセスを踏まえ、経時的に患者・家族・生活者に起こり得る精神・社会・医学的な問題に関与できる。","","終末期","死の概念と定義や生物学的な個体の死について理解している。","新規","JkxpsvQ","E-09-01-na-01"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","人生の視点とアプローチ","患者・生活者の成長、発達、老化、死のプロセスを踏まえ、経時的に患者・家族・生活者に起こり得る精神・社会・医学的な問題に関与できる。","","終末期","死に至る身体と心の過程の知識を活用して、患者や家族がもつ死生観を配慮できる。","修正","JkxpsvY","E-09-01-na-06"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","人生の視点とアプローチ","患者・生活者の成長、発達、老化、死のプロセスを踏まえ、経時的に患者・家族・生活者に起こり得る精神・社会・医学的な問題に関与できる。","","終末期","人生の最終段階における医療（エンド・オブ・ライフ・ケア）について理解している。","修正","Jkxpsvc","E-09-01-na-07"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","人生の視点とアプローチ","患者・生活者の成長、発達、老化、死のプロセスを踏まえ、経時的に患者・家族・生活者に起こり得る精神・社会・医学的な問題に関与できる。","","終末期","小児の終末期の特殊性について理解している。","修正,下の項目と一部重複しているので、一部修正しました。","Jkxpsvg","E-09-01-na-08"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","人生の視点とアプローチ","患者・生活者の成長、発達、老化、死のプロセスを踏まえ、経時的に患者・家族・生活者に起こり得る精神・社会・医学的な問題に関与できる。","","終末期","意思決定（ACP）、事前指示書遵守（AD）、延命治療、DNAR、尊厳死と安楽死、治療の中止と差し控え等について理解している。","修正","Jkxpsvk","E-09-01-na-09"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","人生の視点とアプローチ","患者・生活者の成長、発達、老化、死のプロセスを踏まえ、経時的に患者・家族・生活者に起こり得る精神・社会・医学的な問題に関与できる。","","終末期","悲嘆のケア（グリーフケア）について理解している。","修正,家族に限らないので、家族ケアは修正してみましたがいかがでしょうか？（春田）","Jkxpsvo","E-09-01-na-10"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","社会の視点とアプローチ","文化的・社会的文脈のなかで生成される健康観や人びとの言動・関係性を理解し、文化人類学・社会学(主に医療人類学・医療社会学)の視点から、それを臨床実践に活用することができる。","","医学的・文化的・社会的文脈における健康","患者の健康観や病いに対する価値観を理解したうえで、健康に関する知識※を活用し、健康問題に対する包括的アプローチを実践できる。","修正","Jkxpsvs","B-04-01-na-02"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","社会の視点とアプローチ","文化的・社会的文脈のなかで生成される健康観や人びとの言動・関係性を理解し、文化人類学・社会学(主に医療人類学・医療社会学)の視点から、それを臨床実践に活用することができる。","","医学的・文化的・社会的文脈における健康","患者が受療に至るまでにどのような過程があるかを生活者の視点から説明できる。","新規","Jkxpsvw",""
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","社会の視点とアプローチ","文化的・社会的文脈のなかで生成される健康観や人びとの言動・関係性を理解し、文化人類学・社会学(主に医療人類学・医療社会学)の視点から、それを臨床実践に活用することができる。","","医学的・文化的・社会的文脈における健康","栄養やエネルギー代謝に関する知識や統計情報をもとに個人の栄養状態を評価でき、本人や家族の生活や価値観もふまえたうえで食生活の支援を計画できる。","修正","Jkxpsv0","B-01-05-na-02"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","社会の視点とアプローチ","文化的・社会的文脈のなかで生成される健康観や人びとの言動・関係性を理解し、文化人類学・社会学(主に医療人類学・医療社会学)の視点から、それを臨床実践に活用することができる。","","医学的・文化的・社会的文脈における健康","身体活動・運動の知識や統計情報をもとに個人の生活活動を評価でき、本人や家族の生活や価値観も踏まえたうえで活動や運動の支援を計画できる。","修正","Jkxpsv4","B-01-05-na-03"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","社会の視点とアプローチ","文化的・社会的文脈のなかで生成される健康観や人びとの言動・関係性を理解し、文化人類学・社会学(主に医療人類学・医療社会学)の視点から、それを臨床実践に活用することができる。","","医学的・文化的・社会的文脈における健康","休養や心の健康について知識や統計情報をもとに評価し、本人や家族の生活や価値観も踏まえたうえで支援を計画できる。","修正","Jkxpsv8","B-01-05-na-04"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","社会の視点とアプローチ","文化的・社会的文脈のなかで生成される健康観や人びとの言動・関係性を理解し、文化人類学・社会学(主に医療人類学・医療社会学)の視点から、それを臨床実践に活用することができる。","","医学的・文化的・社会的文脈における健康","喫煙や飲酒に関して、喫煙や飲酒による健康影響の知識や統計情報をもとに、本人や家族の生活や価値観を踏まえた評価や支援を計画できる。","修正","JkxpswA","B-01-05-na-05"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","社会の視点とアプローチ","文化的・社会的文脈のなかで生成される健康観や人びとの言動・関係性を理解し、文化人類学・社会学(主に医療人類学・医療社会学)の視点から、それを臨床実践に活用することができる。","","医学的・文化的・社会的文脈における健康","健康の社会的決定要因とアドボカシーについて理解している。","修正","JkxpswE","B-01-06-na-02"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","社会の視点とアプローチ","文化的・社会的文脈のなかで生成される健康観や人びとの言動・関係性を理解し、文化人類学・社会学(主に医療人類学・医療社会学)の視点から、それを臨床実践に活用することができる。","","社会科学","人の言動の意味をその人の人生史・生活史や社会関係の文脈の中において検討することができる。","修正","JkxpswI","B-04-01-na-05"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","社会の視点とアプローチ","文化的・社会的文脈のなかで生成される健康観や人びとの言動・関係性を理解し、文化人類学・社会学(主に医療人類学・医療社会学)の視点から、それを臨床実践に活用することができる。","","社会科学","文化人類学・社会学(主に医療人類学・医療社会学)の視点で、患者やその家族と生活環境・地域社会・医療機関等との関係について説明できる。","修正","JkxpswM","B-04-01-na-01,B-04-01-na-02,B-04-01-na-03,B-04-01-na-04"
"総合","GE","総合的に患者・生活者をみる姿勢","患者の抱える問題を臓器横断的に捉えた上で、心理社会的背景も踏まえ、ニーズに応じて柔軟に自身の専門領域にとどまらずに診療を行い、個人と社会のウェルビーイングを実現する。","https://docs.google.com/spreadsheets/d/1OdRPC2zVybWtHPqjAvArtX3qW_pB5S9XCBlQzCA2Q7k/edit?usp=sharing","社会の視点とアプローチ","文化的・社会的文脈のなかで生成される健康観や人びとの言動・関係性を理解し、文化人類学・社会学(主に医療人類学・医療社会学)の視点から、それを臨床実践に活用することができる。","","社会科学","文化人類学・社会学(主に医療人類学・医療社会学)の理論や概念を用いて、患者の判断や行動に関わる諸事象を説明できる。","修正","JkxpswQ","B-04-01-na-04, C-05-06-04 "
"生涯","LL","生涯にわたって共に学ぶ姿勢","絶えず省察し、他の医師・医療者と共に研鑽しながら、安全で質の高い医療を実践するために生涯にわたって自律的に学び続け、また積極的に教育に関わっていく。","https://docs.google.com/spreadsheets/d/1oWwRdRS8d1au_yEB-Gb1NlMyNs2VjjhN6PjlEP_9KlQ/edit#gid=1891435","医療の質と患者安全","医療の質と患者安全の観点で自己の行動を省察し、組織改善と患者中心の視点を獲得する","","患者安全","削除:患者安全のための個人および組織におけるリスク管理の重要性を理解し、行動できる。","Doesにした、患者安全はすべて技能へ移動","JkxoFDo","A-06-01-na-02"
"生涯","LL","生涯にわたって共に学ぶ姿勢","絶えず省察し、他の医師・医療者と共に研鑽しながら、安全で質の高い医療を実践するために生涯にわたって自律的に学び続け、また積極的に教育に関わっていく。","https://docs.google.com/spreadsheets/d/1oWwRdRS8d1au_yEB-Gb1NlMyNs2VjjhN6PjlEP_9KlQ/edit#gid=1891435","医療の質と患者安全","医療の質と患者安全の観点で自己の行動を省察し、組織改善と患者中心の視点を獲得する","","患者安全","削除：診療録の重要性を理解し、適切に記載し取り扱うことができる。","診療録改竄の違法性もここで学ぶ","JkxoFDs","A-06-01-na-03"
"生涯","LL","生涯にわたって共に学ぶ姿勢","絶えず省察し、他の医師・医療者と共に研鑽しながら、安全で質の高い医療を実践するために生涯にわたって自律的に学び続け、また積極的に教育に関わっていく。","https://docs.google.com/spreadsheets/d/1oWwRdRS8d1au_yEB-Gb1NlMyNs2VjjhN6PjlEP_9KlQ/edit#gid=1891435","医療の質と患者安全","医療の質と患者安全の観点で自己の行動を省察し、組織改善と患者中心の視点を獲得する","","患者安全","削除:患者や患者家族に情報共有することの重要性を説明できる。","患者安全の専門家からのご意見として重要な領域と思われるため、オープンディスクロージャーの意味での記載としてのこす。","JkxoFDw","A-06-01-na-03"
"生涯","LL","生涯にわたって共に学ぶ姿勢","絶えず省察し、他の医師・医療者と共に研鑽しながら、安全で質の高い医療を実践するために生涯にわたって自律的に学び続け、また積極的に教育に関わっていく。","https://docs.google.com/spreadsheets/d/1oWwRdRS8d1au_yEB-Gb1NlMyNs2VjjhN6PjlEP_9KlQ/edit#gid=1891435","医療の質と患者安全","医療の質と患者安全の観点で自己の行動を省察し、組織改善と患者中心の視点を獲得する","","患者安全","削除：医療の安全性に関する情報（薬剤等の副作用、薬害、医療過誤、やってはいけないこと、優れた取組事例等）を共有し、事後に役立てるための分析の重要性を説明できる。","","JkxoFD0","A-06-01-na-04"
"生涯","LL","生涯にわたって共に学ぶ姿勢","絶えず省察し、他の医師・医療者と共に研鑽しながら、安全で質の高い医療を実践するために生涯にわたって自律的に学び続け、また積極的に教育に関わっていく。","https://docs.google.com/spreadsheets/d/1oWwRdRS8d1au_yEB-Gb1NlMyNs2VjjhN6PjlEP_9KlQ/edit#gid=1891435","医療の質と患者安全","医療の質と患者安全の観点で自己の行動を省察し、組織改善と患者中心の視点を獲得する","","患者安全","削除：患者安全のための管理体制と各々の役割（リスクマネージャー、医療安全管理委員会等）を概説できる","参加までは難しいと思われ、Doesのレベルまでは求めない","JkxoFD4","A-06-01-na-06"
"生涯","LL","生涯にわたって共に学ぶ姿勢","絶えず省察し、他の医師・医療者と共に研鑽しながら、安全で質の高い医療を実践するために生涯にわたって自律的に学び続け、また積極的に教育に関わっていく。","https://docs.google.com/spreadsheets/d/1oWwRdRS8d1au_yEB-Gb1NlMyNs2VjjhN6PjlEP_9KlQ/edit#gid=1891435","医療の質と患者安全","医療の質と患者安全の観点で自己の行動を省察し、組織改善と患者中心の視点を獲得する","","患者安全","削除:医療関連感染症の原因と対策（院内感染対策委員会、院内感染サーベイランス、院内感染対策チーム(infection control team <ICT>)、感染対策マニュアル等)を理解し、積極的に参加できる。","ICTはこのままでよいか、Information and Communication Technology","JkxoFD8","A-06-01-na-07"
