"臓器","分類","項目名","blank","H28対応項目","削除項目","追加項目","メモ"
"D9生殖機能","）症候・疾患（）","【男性生殖器】腹痛、腹部膨隆（腹水を含む）・膨満・腫瘤、血尿・タンパク尿、尿量・排尿の異常","","","","",""
"D9生殖機能","）症候・疾患（）","【女性生殖器】貧血、腹痛、腹部膨隆・腫瘤、尿量・排尿の異常、月経異常・無月経","","","","",""
"D9生殖機能","症状・症候（）","【男性生殖器】勃起不全と射精障害、精巣機能障害","","","","",""
"D9生殖機能","症状・症候（）","【女性生殖器】不正性器出血、乳汁漏出症、腟分泌物（帯下）の増量、腟乾燥感、性交痛","","","","",""
"D9生殖機能","）検査方法","精巣と前立腺の検査法（尿路造影、超音波検査、コンピュータ断層撮影<CT>、核磁気共鳴画像法<MRI>）","","","","",""
"D9生殖機能","）検査方法","血中ホルモン（卵胞刺激ホルモン(Follicle-Stimulating Hormone <FSH>)、黄体形成ホルモン(luteinizing hormone <LH>)、プロラクチン、ヒト絨毛性ゴナドトロピン(human chorionic gonadotropin <hCG>)、エストロゲン、プロゲステロン）の測定","","","","",""
"D9生殖機能","）検査方法","骨盤内臓器と腫瘍の画像診断（超音波断層法、コンピュータ断層撮影<CT>、核磁気共鳴画像法<MRI>、子宮卵管造影(hysterosalpingography <HSG>)","","","","",""
"D9生殖機能","）検査方法","基礎体温測定","","","","",""
"D9生殖機能","）検査方法","腟分泌物所見","","","","",""
"D9生殖機能","特異的治療法","※現時点で該当項目なし","","","","",""
"D9生殖機能","疾患・病態","男性生殖器疾患：男性不妊症、前立腺肥大症、停留精巣、陰嚢内腫瘤","","","","",""
"D9生殖機能","疾患・病態","女性生殖器疾患：内外生殖器の先天異常、卵巣機能障害、更年期障害、不妊症、子宮筋腫・子宮腺筋症、子宮内膜症、外陰・腟と骨盤内感染症","","","","",""
"D9生殖機能","疾患・病態","腫瘍性疾患（男性）：※腫瘍の項目を参照","","","","",""
"D9生殖機能","疾患・病態","腫瘍性疾患（女性）：※腫瘍の項目を参照","","","","",""
"D10妊娠と分娩(nomura)","構造と機能","妊娠・分娩・産褥での母体の解剖学的と生理学的変化","","","7母子保健の意義を医学的に説明できる　は社会へ","",""
"D10妊娠と分娩(nomura)","構造と機能","胎児・胎盤系の発達過程での機能・形態的変化","","","6育児に伴う母体の構造的・生理的な変化、精神問題を説明できる。　社会へ","",""
"D10妊娠と分娩(nomura)","構造と機能","正常妊娠の経過","","","","",""
"D10妊娠と分娩(nomura)","構造と機能","正常分娩の経過","","","","",""
"D10妊娠と分娩(nomura)","構造と機能","産褥の過程","","","","",""
"D10妊娠と分娩(nomura)","症状・症候（）","腹痛、悪心・嘔吐、腹部膨隆・膨満・腫瘤、","","","","",""
"D10妊娠と分娩(nomura)","症状・症候（）","性器出血","","","","",""
"D10妊娠と分娩(nomura)","検査方法","妊娠の検査（妊娠反応、超音波検査）、","","","","",""
"D10妊娠と分娩(nomura)","検査方法","妊娠中の検査（血液検査、出生前遺伝学的検査（NIPT）、羊水検査、分泌物検査、ノンストレステスト、超音波検査、超音波ドプラ法、羊水量）","","","","",""
"D10妊娠と分娩(nomura)","検査方法","分娩の検査（超音波検査、胎児心拍数陣痛図）","","","","",""
"D10妊娠と分娩(nomura)","特異的治療法","妊娠時の薬物療法の注意点","","","","",""
"D10妊娠と分娩(nomura)","特異的治療法","人工妊娠中絶、鉗子・吸引分娩、帝王切開術の適応","","","","",""
"D10妊娠と分娩(nomura)","疾患・病態","異常妊娠：流産、切迫流産、切迫早産、異所性妊娠、妊娠高血圧症候群、多胎妊娠、羊水過多・過少、胎児機能・発育不全","","","","",""
"D10妊娠と分娩(nomura)","疾患・病態","異常分娩：早産、微弱陣痛、遷延分娩、回旋異常、前置胎盤、癒着胎盤、常位胎盤早期剥離、分娩外傷","","","","",""
"D10妊娠と分娩(nomura)","疾患・病態","異常産褥：子宮復古不全、産褥熱、乳腺炎","","","","",""
"D10妊娠と分娩(nomura)","疾患・病態","産科出血：弛緩出血、羊水塞栓症、播種性血管内凝固<DIC>","","","","",""
"D10妊娠と分娩(nomura)","疾患・病態","合併症妊娠：耐糖能異常、甲状腺疾患、自己免疫疾患、血液型不適合妊娠、TORCH症候群","","","","",""
"D11乳房(nomura)","構造と機能","乳房の構造と機能","","","","",""
"D11乳房(nomura)","構造と機能","成長発達に伴う乳房の変化","","","","",""
"D11乳房(nomura)","構造と機能","乳汁分泌に関するホルモンの作用","","","","",""
"D11乳房(nomura)","症状・症候（）","乳房腫瘤、異常乳汁分泌（血性乳頭分泌）、乳房の腫脹・疼痛・変形","","","","",""
"D11乳房(nomura)","症状・症候（）","女性化乳房","","","","",""
"D11乳房(nomura)","検査方法","乳房腫瘤に対する画像診断（超音波検査、マンモグラフィー、磁気共鳴画像法<MRI>）","","","","",""
"D11乳房(nomura)","検査方法","乳房腫瘤に対する細胞・組織診断法","","","","",""
"D11乳房(nomura)","特異的治療法","※現時点で該当項目なし","","","","",""
"D11乳房(nomura)","疾患・病態","良性乳腺疾患","","","","",""
"D11乳房(nomura)","疾患・病態","乳癌","","","","",""
"D12内分泌系(nomura)","構造と機能","ホルモンの作用機序と分泌調節機能","","","","",""
"D12内分泌系(nomura)","構造と機能","内分泌器官の位置とそこから分泌されるホルモン","","","","",""
"D12内分泌系(nomura)","構造と機能","視床下部ホルモン・下垂体ホルモンの名称、作用と相互関係","","","","",""
"D12内分泌系(nomura)","構造と機能","甲状腺と副甲状腺(上皮小体)から分泌されるホルモンの作用と分泌調節機構","","","","",""
"D12内分泌系(nomura)","構造と機能","副腎の構造と分泌されるホルモンの作用と分泌調節機構","","","","",""
"D12内分泌系(nomura)","構造と機能","膵島から分泌されるホルモンの作用","","","","",""
"D12内分泌系(nomura)","構造と機能","男性ホルモン・女性ホルモンの合成・代謝経路と作用","","","","","C2-5との重複整理"
"D12内分泌系(nomura)","構造と機能","三大栄養素、ビタミン、微量元素の消化吸収と栄養素の生物学的利用効率(bioavailability)","","","","",""
"D12内分泌系(nomura)","構造と機能","糖質・タンパク質・脂質の代謝経路と相互作用","","","","",""
"D12内分泌系(nomura)","構造と機能","ホルモンの過剰または欠乏がもたらす身体症状","","","","",""
"D12内分泌系(nomura)","構造と機能","血中ホルモン濃度に影響を与える因子","","","","",""
"D12内分泌系(nomura)","構造と機能","ホルモンの日内変動の例","","","","",""
"D12内分泌系(nomura)","構造と機能","ホルモン分泌刺激試験と抑制試験の原理と反応の型","","","","",""
"D12内分泌系(nomura)","構造と機能","エネルギー摂取の過剰または欠乏がもたらす身体症状","","","","",""
"D12内分泌系(nomura)","）症状・症候","低身長、甲状腺腫、肥満・やせ、月経異常","","","","",""
"D12内分泌系(nomura)","）検査方法","血中・尿中ホルモン測定","","","","",""
"D12内分泌系(nomura)","）検査方法","内分泌機能検査、負荷試験","","","","",""
"D12内分泌系(nomura)","）特異的治療法","※現時点でなし","","","","",""
"D12内分泌系(nomura)","）疾患・病態","視床下部・下垂体疾患：先端巨大症、Cushing病、高プロラクチン血症、下垂体前葉機能低下症、視床下部下垂体炎、中枢性尿崩症、抗利尿ホルモン不適合分泌症候群<SIADH>","","","","","赤字は汎下垂体機能低下症を差し替え"
"D12内分泌系(nomura)","）疾患・病態","甲状腺疾患：甲状腺機能亢進症、甲状腺機能低下症、甲状腺炎（慢性・無痛性・亜急性）","","","","",""
"D12内分泌系(nomura)","）疾患・病態","副甲状腺疾患：副甲状腺機能亢進症、副甲状腺機能低下症、悪性腫瘍に伴う高カルリウム血症","","","","偽性副甲状腺機能低下症",""
"D12内分泌系(nomura)","）疾患・病態","副腎皮質・髄質疾患：Cushing 症候群、アルドステロン過剰症、原発性アルドステロン症、副腎不全(急性・慢性<Addison 病>)","","","","神経芽細胞腫は腫瘍へ",""
"D12内分泌系(nomura)","）疾患・病態","糖代謝異常：1型糖尿病、2型糖尿病、糖尿病の急性期合併症（糖尿病ケトアシドーシス、高血糖高浸透圧症候群）、糖尿病の慢性合併症（網膜症、腎症、神経障害、足病変）、低血糖症","","","","",""
"D12内分泌系(nomura)","）疾患・病態","脂質代謝異常：脂質異常症、肥満症","","","","",""
"D12内分泌系(nomura)","）疾患・病態","タンパク質・ビタミン・核酸・その他の代謝異常：低タンパク血症、ビタミン欠乏症及び過剰症、高尿酸血症・痛風、ポルフィリン症、金属代謝異常（ヘモクロマトーシス、Wilson病）","","","","微量元素","痛風は免疫？"
"D12内分泌系(nomura)","）疾患・病態","小児疾患：成長ホルモン分泌不全型低身長、先天性副腎皮質過形成","","","","","先天代謝異常入れる？"
"D12内分泌系(nomura)","）疾患・病態","腫瘍性疾患：※腫瘍の項目を参照","","","","",""
"D13眼視覚系","構造と機能","眼球と付属器の構造","","","","",""
"D13眼視覚系","構造と機能","視覚情報の受容の仕組みと伝導路","","","","",""
"D13眼視覚系","構造と機能","眼球運動の仕組み","","","","",""
"D13眼視覚系","構造と機能","対光反射、輻輳反射、角膜反射の機能","","","","",""
"D13眼視覚系","症状・症候（）","めまい、頭痛・頭重感、悪心・嘔吐","","","","",""
"D13眼視覚系","症状・症候（）","視力障害","","","","",""
"D13眼視覚系","症状・症候（）","視野異常","","","","",""
"D13眼視覚系","症状・症候（）","眼球運動障害","","","","",""
"D13眼視覚系","症状・症候（）","眼脂・眼の充血","","","","",""
"D13眼視覚系","症状・症候（）","飛蚊症","","","","",""
"D13眼視覚系","症状・症候（）","眼痛","","","","",""
"D13眼視覚系","検査方法","視力検査","","","","",""
"D13眼視覚系","検査方法","視野検査","","","","",""
"D13眼視覚系","検査方法","細隙灯顕微鏡検査","","","","",""
"D13眼視覚系","検査方法","眼圧検査","","","","",""
"D13眼視覚系","検査方法","眼底検査","","","","",""
"D13眼視覚系","特異的治療法","※現時点で該当項目なし","","","","",""
"D13眼視覚系","疾患・病態","屈折異常（近視、遠視、乱視）と調節障害","","","","",""
"D13眼視覚系","疾患・病態","伝染性結膜疾患　結膜炎、角膜炎","","","伝染性結膜疾患","結膜炎、角膜炎",""
"D13眼視覚系","疾患・病態","白内障","","","","",""
"D13眼視覚系","疾患・病態","緑内障","","","","",""
"D13眼視覚系","疾患・病態","裂孔原性網膜剥離","","","","",""
"D13眼視覚系","疾患・病態","糖尿病、高血圧・動脈硬化による眼底変化","","","","",""
"D13眼視覚系","疾患・病態","ぶどう膜炎","","","","",""
"D13眼視覚系","疾患・病態","視神経炎（症）・うっ血乳頭","","","","",""
"D13眼視覚系","疾患・病態","化学損傷（アルカリ、酸）","","","","",""
"D13眼視覚系","疾患・病態","網膜静脈閉塞症と動脈閉塞症","","","","",""
"D13眼視覚系","疾患・病態","腫瘍性疾患：※腫瘍の項目を参照","","","","",""
"D14耳鼻咽喉系","構造と機能","外耳・中耳・内耳の構造","","","","",""
"D14耳鼻咽喉系","構造と機能","聴覚・平衡覚の受容のしくみと伝導路","","","","",""
"D14耳鼻咽喉系","構造と機能","口腔・鼻腔・咽頭・喉頭の構造","","","","",""
"D14耳鼻咽喉系","構造と機能","喉頭の機能と神経支配","","","","",""
"D14耳鼻咽喉系","構造と機能","眼球運動、姿勢制御と関連させた平衡感覚機構","","","","",""
"D14耳鼻咽喉系","構造と機能","味覚と嗅覚の受容のしくみと伝導路","","","","",""
"D14耳鼻咽喉系","症状・症候","めまい、嚥下障害・誤嚥","","","","",""
"D14耳鼻咽喉系","症状・症候","気道狭窄、難聴、鼻出血、咽頭痛、開口障害、反回神経麻痺（嗄声）","","","","",""
"D14耳鼻咽喉系","検査方法","聴力検査と平衡機能検査","","","","",""
"D14耳鼻咽喉系","検査方法","味覚検査と嗅覚検査","","","","",""
"D14耳鼻咽喉系","特異的治療法","※現時点ではなし","","","","",""
"D14耳鼻咽喉系","疾患・病態","中耳炎（急性、慢性、滲出性）","","","","",""
"D14耳鼻咽喉系","疾患・病態","伝音難聴と感音難聴、迷路性と中枢性難聴","","","","",""
"D14耳鼻咽喉系","疾患・病態","めまい（末梢性、中枢性）","","","","",""
"D14耳鼻咽喉系","疾患・病態","良性発作性頭位眩暈症","","","","",""
"D14耳鼻咽喉系","疾患・病態","鼻出血","","","","",""
"D14耳鼻咽喉系","疾患・病態","副鼻腔炎（急性、慢性）","","","","",""
"D14耳鼻咽喉系","疾患・病態","アレルギー性鼻炎","","","","",""
"D14耳鼻咽喉系","疾患・病態","扁桃の炎症性疾患","","","","",""
"D14耳鼻咽喉系","疾患・病態","う蝕、歯周病等の歯科疾患（全身への影響や口腔機能管理を含めて）","","","","",""
"D14耳鼻咽喉系","疾患・病態","気管切開の適応を説明できる。","","","","",""
"D14耳鼻咽喉系","疾患・病態","外耳道・鼻腔・咽頭・喉頭・食道の代表的な異物","","","","",""
"D14耳鼻咽喉系","疾患・病態","唾液腺疾患","","","","",""
"D14耳鼻咽喉系","疾患・病態","腫瘍性疾患：※腫瘍の項目を参照","","","","",""
"D15精神系","構造と機能","※D-2神経系を参照","","","","",""
"D15精神系","症状・症候","不安・躁うつ、意識障害、不眠、幻覚・妄想、心気症","","","","",""
"D15精神系","検査方法","質問紙法","","","1患者-医師の良好な信頼関係に基づく精神科面接の基本を説明できる。","",""
"D15精神系","検査方法","Rorschachテスト","","","2精神科診断分類法を説明できる","",""
"D15精神系","検査方法","簡易精神症状評価尺度(Brief Psychiatric Rating Scale <BPRS>)","","","3精神科医療の法と倫理に関する必須項目(精神保健及び精神障害者福祉に関する法律、心神喪失者等医療観察法、インフォームド・コンセント)を説明できる。","",""
"D15精神系","検査方法","Hamiltonうつ病評価尺度","","","4コンサルテーション・リエゾン精神医学を説明できる。","",""
"D15精神系","検査方法","Beckのうつ病自己評価尺度","","","※1～4は臨床実習（技能チーム）へ移行すべきか？（小松）","",""
"D15精神系","検査方法","状態特性不安検査(State-Trait Anxiety Inventory　 <STAI>）","","","","",""
"D15精神系","検査方法","Mini-Mental State Examination <MMSE>","","","","",""
"D15精神系","検査方法","改訂長谷川式簡易知能評価スケール","","","","",""
"D15精神系","特異的治療法","※現時点で該当項目なし","","","","",""
"D15精神系","疾患・病態","認知症","","","","","神経系とどちらにするか？"
"D15精神系","疾患・病態","症状性精神病","","","","",""
"D15精神系","疾患・病態","依存症：薬物使用、アルコール、ギャンブル","","","","",""
"D15精神系","疾患・病態","うつ病、双極性障害（躁うつ病）","","","","",""
"D15精神系","疾患・病態","統合失調症","","","","",""
"D15精神系","疾患・病態","不安障害（パニック障害、社交不安障害）、","","","","",""
"D15精神系","疾患・病態","解離性障害","","","","",""
"D15精神系","疾患・病態","身体表現性障害（疼痛性障害、心気症）、心身症、ストレス関連障害（急性ストレス障害、心的外傷後ストレス障害）、過換気症候群","","","","",""
"D15精神系","疾患・病態","摂食障害（神経性食思不振症、神経性過食症）","","","","",""
"D15精神系","疾患・病態","パーソナリティ障害","","","","",""
"D15精神系","疾患・病態","➓自閉症スペクトラム障害<ASD>、注意欠如・多動障害<ADHD>、学習障害、チック障害群","","","","","小児領域E7-3-8との重複"
